target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,quality_flag
TGT0034798,ACC0020768,CMP0000001,2026-02-06,6,FIELD,CONTACTED,VALID
TGT0034799,ACC0018849,CMP0000096,2026-07-15,2,WHATSAPP,SKIPPED,VALID
TGT0034800,ACC0001616,CMP0000024,2026-01-02,1,FIELD,SKIPPED,VALID
TGT0034801,ACC0002151,CMP0000008,2026-04-07,10,WHATSAPP,EXPIRED,VALID
TGT0034802,ACC0015179,CMP0000023,2026-05-21,4,FIELD,QUEUED,VALID
TGT0034803,ACC0021596,CMP0000038,2026-02-06,7,FIELD,EXPIRED,VALID
TGT0034804,ACC0012659,CMP0000109,2026-01-30,3,SMS,SKIPPED,VALID
TGT0034805,ACC0026021,CMP0000098,2026-06-08,5,VOICE,EXPIRED,VALID
TGT0034806,ACC0000709,CMP0000008,2026-04-10,8,SMS,CONTACTED,VALID
TGT0034807,ACC0022776,CMP0000087,2026-03-29,3,VOICE,EXPIRED,VALID
TGT0034808,ACC0003914,CMP0000088,2026-03-04,9,FIELD,CONTACTED,VALID
TGT0034809,ACC0011396,CMP0000118,2026-02-10,10,SMS,CONTACTED,VALID
TGT0034810,ACC0004092,CMP0000041,2026-06-05,5,VOICE,QUEUED,VALID
TGT0034811,ACC0008575,CMP0000111,2026-07-14,5,SMS,QUEUED,VALID
TGT0034812,ACC0025363,CMP0000016,2026-05-13,7,WHATSAPP,SKIPPED,VALID
TGT0034813,ACC0023656,CMP0000030,2026-02-09,6,WHATSAPP,EXPIRED,VALID
TGT0034814,ACC0003822,CMP0000019,2026-05-31,9,VOICE,QUEUED,VALID
TGT0034815,ACC0016590,CMP0000003,2026-02-28,4,WHATSAPP,CONTACTED,VALID
TGT0034816,ACC0017098,CMP0000082,2026-05-22,2,WHATSAPP,QUEUED,VALID
TGT0034817,ACC0019994,CMP0000119,2026-02-25,3,WHATSAPP,CONTACTED,VALID
TGT0034818,ACC0014227,CMP0000011,2026-06-03,6,WHATSAPP,CONTACTED,VALID
TGT0034819,ACC0010892,CMP0000031,2026-06-17,5,FIELD,SKIPPED,VALID
TGT0034820,ACC0019539,CMP0000083,2026-07-12,2,WHATSAPP,QUEUED,VALID
TGT0034821,ACC0007734,CMP0000035,2026-02-06,10,VOICE,QUEUED,VALID
TGT0034822,ACC0004537,CMP0000120,2026-03-29,8,SMS,EXPIRED,VALID
TGT0034823,ACC0006101,CMP0000092,2026-06-04,10,FIELD,QUEUED,VALID
TGT0034824,ACC0003962,CMP0000026,2026-02-26,2,VOICE,QUEUED,VALID
TGT0034825,ACC0000417,CMP0000111,2026-03-09,4,WHATSAPP,QUEUED,VALID
TGT0034826,ACC0000163,CMP0000106,2026-05-31,6,WHATSAPP,QUEUED,VALID
TGT0034827,ACC0014571,CMP0000070,2026-05-17,2,WHATSAPP,QUEUED,VALID
TGT0034828,ACC0003885,CMP0000035,2026-04-22,1,SMS,EXPIRED,VALID
TGT0034829,ACC0009517,CMP0000113,2026-06-19,8,WHATSAPP,SKIPPED,VALID
TGT0034830,ACC0024087,CMP0000017,2026-08-06,1,WHATSAPP,QUEUED,VALID
TGT0034831,ACC0029967,CMP0000116,2026-06-11,6,VOICE,CONTACTED,VALID
TGT0034832,ACC0017680,CMP0000016,2026-03-29,6,FIELD,SKIPPED,VALID
TGT0034833,ACC0027008,CMP0000108,2026-05-02,3,SMS,EXPIRED,VALID
TGT0034834,ACC0003271,CMP0000028,2026-07-14,7,FIELD,QUEUED,VALID
TGT0034835,ACC0010681,CMP0000110,2026-02-10,7,WHATSAPP,SKIPPED,VALID
TGT0034836,ACC0002135,CMP0000074,2026-06-01,2,SMS,SKIPPED,VALID
TGT0034837,ACC0011534,CMP0000045,2026-01-02,9,VOICE,CONTACTED,VALID
TGT0034838,ACC0006827,CMP0000006,2026-02-03,5,VOICE,CONTACTED,VALID
TGT0034839,ACC0000973,CMP0000051,2026-05-18,10,WHATSAPP,SKIPPED,VALID
TGT0034840,ACC0012829,CMP0000031,2026-01-17,2,FIELD,CONTACTED,VALID
TGT0034841,ACC0001805,CMP0000091,2026-01-18,2,VOICE,CONTACTED,VALID
TGT0034842,ACC0005075,CMP0000007,2026-06-08,6,FIELD,SKIPPED,VALID
TGT0034843,ACC0000384,CMP0000073,2026-03-31,4,FIELD,CONTACTED,VALID
TGT0034844,ACC0005948,CMP0000087,2026-05-16,6,VOICE,CONTACTED,VALID
TGT0034845,ACC0000425,CMP0000068,2026-06-15,9,SMS,CONTACTED,VALID
TGT0034846,ACC0007438,CMP0000068,2026-07-13,2,VOICE,EXPIRED,VALID
TGT0034847,ACC0009118,CMP0000088,2026-05-17,7,SMS,CONTACTED,VALID
TGT0034848,ACC0019890,CMP0000109,2026-04-11,2,SMS,CONTACTED,VALID
TGT0034849,ACC0007934,CMP0000020,2026-05-26,3,SMS,CONTACTED,VALID
TGT0034850,ACC0002852,CMP0000025,2026-01-09,2,FIELD,SKIPPED,VALID
TGT0034851,ACC0012839,CMP0000075,2026-06-16,9,WHATSAPP,CONTACTED,VALID
TGT0034852,ACC0019418,CMP0000041,2026-05-05,5,WHATSAPP,SKIPPED,VALID
TGT0034853,ACC0011036,CMP0000030,2026-05-13,10,FIELD,EXPIRED,VALID
TGT0034854,ACC0025207,CMP0000015,2026-03-17,2,WHATSAPP,QUEUED,VALID
TGT0034855,ACC0004376,CMP0000084,2026-04-25,4,FIELD,CONTACTED,VALID
TGT0034856,ACC0020961,CMP0000034,2026-07-06,5,WHATSAPP,QUEUED,VALID
TGT0034857,ACC0012071,CMP0000104,2026-06-13,2,WHATSAPP,EXPIRED,VALID
TGT0034858,ACC0019956,CMP0000030,2026-04-22,3,VOICE,EXPIRED,VALID
TGT0034859,ACC0013430,CMP0000042,2026-07-13,8,SMS,CONTACTED,VALID
TGT0034860,ACC0003303,CMP0000120,2026-07-10,5,SMS,SKIPPED,VALID
TGT0034861,ACC0014346,CMP0000088,2026-05-20,10,SMS,SKIPPED,VALID
TGT0034862,ACC0023053,CMP0000002,2026-04-17,9,SMS,CONTACTED,VALID
TGT0034863,ACC0014954,CMP0000102,2026-03-16,4,WHATSAPP,EXPIRED,VALID
TGT0034864,ACC0005932,CMP0000005,2026-06-21,2,SMS,CONTACTED,VALID
TGT0034865,ACC0012177,CMP0000059,2026-04-02,9,SMS,CONTACTED,VALID
TGT0034866,ACC0005582,CMP0000070,2026-04-04,8,WHATSAPP,CONTACTED,VALID
TGT0034867,ACC0014155,CMP0000007,2026-04-27,1,FIELD,CONTACTED,VALID
TGT0034868,ACC0001028,CMP0000092,2026-05-24,10,WHATSAPP,EXPIRED,VALID
TGT0034869,ACC0007515,CMP0000041,2026-04-10,4,SMS,SKIPPED,VALID
TGT0034870,ACC0004524,CMP0000077,2026-07-11,10,VOICE,EXPIRED,VALID
TGT0034871,ACC0027884,CMP0000103,2026-07-05,2,VOICE,EXPIRED,VALID
TGT0034872,ACC0000915,CMP0000071,2026-07-03,5,WHATSAPP,SKIPPED,VALID
TGT0034873,ACC0000901,CMP0000050,2026-03-05,5,VOICE,SKIPPED,VALID
TGT0034874,ACC0021808,CMP0000087,2026-02-05,2,VOICE,SKIPPED,VALID
TGT0034875,ACC0010720,CMP0000022,2026-04-26,3,VOICE,SKIPPED,VALID
TGT0034876,ACC0002692,CMP0000101,2026-02-28,3,WHATSAPP,CONTACTED,VALID
TGT0034877,ACC0025046,CMP0000043,2026-02-05,2,WHATSAPP,QUEUED,VALID
TGT0034878,ACC0015782,CMP0000063,2026-01-07,8,SMS,SKIPPED,VALID
TGT0034879,ACC0014027,CMP0000101,2026-03-11,4,WHATSAPP,SKIPPED,VALID
TGT0034880,ACC0017850,CMP0000045,2026-07-23,9,SMS,SKIPPED,VALID
TGT0034881,ACC0024002,CMP0000019,2026-04-22,7,SMS,QUEUED,VALID
TGT0034882,ACC0004261,CMP0000083,2026-03-28,6,VOICE,SKIPPED,VALID
TGT0034883,ACC0011258,CMP0000091,2026-01-12,6,FIELD,QUEUED,VALID
TGT0034884,ACC0017524,CMP0000027,2026-05-20,2,FIELD,EXPIRED,VALID
TGT0034885,ACC0004857,CMP0000072,2026-04-08,4,WHATSAPP,CONTACTED,VALID
TGT0034886,ACC0026559,CMP0000044,2026-06-25,6,WHATSAPP,QUEUED,VALID
TGT0034887,ACC0008298,CMP0000040,2026-01-29,9,SMS,SKIPPED,VALID
TGT0034888,ACC0012400,CMP0000047,2026-07-06,1,FIELD,SKIPPED,VALID
TGT0034889,ACC0013706,CMP0000086,2026-02-16,10,FIELD,CONTACTED,VALID
TGT0034890,ACC0005713,CMP0000072,2026-06-12,2,FIELD,CONTACTED,VALID
TGT0034891,ACC0006633,CMP0000026,2026-07-25,1,FIELD,QUEUED,VALID
TGT0034892,ACC0023872,CMP0000117,2026-06-08,5,VOICE,QUEUED,VALID
TGT0034893,ACC0019878,CMP0000076,2026-01-08,2,SMS,SKIPPED,VALID
TGT0034894,ACC0023810,CMP0000092,2026-06-19,7,VOICE,CONTACTED,VALID
TGT0034895,ACC0029992,CMP0000008,2026-04-29,7,SMS,QUEUED,VALID
TGT0034896,ACC0007733,CMP0000005,2026-06-13,5,VOICE,EXPIRED,VALID
TGT0034897,ACC0026690,CMP0000033,2026-03-01,3,WHATSAPP,EXPIRED,VALID
TGT0034898,ACC0017639,CMP0000030,2026-06-22,2,FIELD,QUEUED,VALID
TGT0034899,ACC0024952,CMP0000011,2026-07-16,7,VOICE,SKIPPED,VALID
TGT0034900,ACC0028433,CMP0000032,2026-06-17,6,SMS,EXPIRED,VALID
TGT0034901,ACC0010016,CMP0000113,2026-07-10,5,FIELD,CONTACTED,VALID
TGT0034902,ACC0000126,CMP0000010,2026-07-04,5,FIELD,QUEUED,VALID
TGT0034903,ACC0016706,CMP0000035,2026-03-16,2,FIELD,QUEUED,VALID
TGT0034904,ACC0005978,CMP0000056,2026-05-03,7,SMS,EXPIRED,VALID
TGT0034905,ACC0019363,CMP0000006,2026-03-06,3,SMS,CONTACTED,VALID
TGT0034906,ACC0001767,CMP0000046,2026-03-20,7,VOICE,SKIPPED,VALID
TGT0034907,ACC0011869,CMP0000064,2026-07-16,9,WHATSAPP,EXPIRED,VALID
TGT0034908,ACC0016297,CMP0000066,2026-04-17,2,FIELD,CONTACTED,VALID
TGT0034909,ACC0025160,CMP0000108,2026-05-05,3,VOICE,EXPIRED,VALID
TGT0034910,ACC0028889,CMP0000028,2026-07-24,8,WHATSAPP,CONTACTED,VALID
TGT0034911,ACC0019395,CMP0000005,2026-03-11,3,FIELD,CONTACTED,VALID
TGT0034912,ACC0004760,CMP0000092,2026-05-15,3,WHATSAPP,QUEUED,VALID
TGT0034913,ACC0004324,CMP0000007,2026-02-14,4,SMS,CONTACTED,VALID
TGT0034914,ACC0011250,CMP0000022,2026-07-31,10,FIELD,CONTACTED,VALID
TGT0034915,ACC0014416,CMP0000071,2026-04-18,3,WHATSAPP,SKIPPED,VALID
TGT0034916,ACC0001460,CMP0000100,2026-05-20,6,SMS,CONTACTED,VALID
TGT0034917,ACC0003893,CMP0000090,2026-04-12,6,FIELD,SKIPPED,VALID
TGT0034918,ACC0027678,CMP0000058,2026-04-10,5,SMS,QUEUED,VALID
TGT0034919,ACC0018458,CMP0000010,2026-05-10,10,FIELD,EXPIRED,VALID
TGT0034920,ACC0010261,CMP0000111,2026-03-23,4,SMS,SKIPPED,VALID
TGT0034921,ACC0024509,CMP0000045,2026-05-22,8,FIELD,SKIPPED,VALID
TGT0034922,ACC0018726,CMP0000062,2026-01-10,6,SMS,CONTACTED,VALID
TGT0034923,ACC0011690,CMP0000035,2026-04-14,10,WHATSAPP,SKIPPED,VALID
TGT0034924,ACC0021613,CMP0000116,2026-06-28,6,VOICE,SKIPPED,VALID
TGT0034925,ACC0008871,CMP0000095,2026-05-13,6,FIELD,SKIPPED,VALID
TGT0034926,ACC0015413,CMP0000108,2026-06-16,8,VOICE,QUEUED,VALID
TGT0034927,ACC0008181,CMP0000029,2026-02-23,1,FIELD,CONTACTED,VALID
TGT0034928,ACC0007182,CMP0000035,2026-07-28,10,WHATSAPP,EXPIRED,VALID
TGT0034929,ACC0011901,CMP0000039,2026-03-19,5,WHATSAPP,QUEUED,VALID
TGT0034930,ACC0009666,CMP0000023,2026-06-25,5,FIELD,EXPIRED,VALID
TGT0034931,ACC0020995,CMP0000109,2026-07-22,7,VOICE,EXPIRED,VALID
TGT0034932,ACC0003549,CMP0000077,2026-03-14,3,VOICE,SKIPPED,VALID
TGT0034933,ACC0026855,CMP0000022,2026-02-24,3,VOICE,QUEUED,VALID
TGT0034934,ACC0025532,CMP0000093,2026-05-06,9,WHATSAPP,EXPIRED,VALID
TGT0034935,ACC0017911,CMP0000069,2026-05-06,5,FIELD,EXPIRED,VALID
TGT0034936,ACC0006017,CMP0000032,2026-04-29,8,SMS,SKIPPED,VALID
TGT0034937,ACC0004411,CMP0000059,2026-03-20,7,FIELD,EXPIRED,VALID
TGT0034938,ACC0022716,CMP0000009,2026-01-03,1,FIELD,SKIPPED,VALID
TGT0034939,ACC0025722,CMP0000054,2026-05-24,8,SMS,CONTACTED,VALID
TGT0034940,ACC0028196,CMP0000103,2026-02-21,9,SMS,CONTACTED,VALID
TGT0034941,ACC0027670,CMP0000016,2026-02-15,7,VOICE,SKIPPED,VALID
TGT0034942,ACC0029807,CMP0000072,2026-03-03,8,WHATSAPP,QUEUED,VALID
TGT0034943,ACC0020266,CMP0000110,2026-06-21,9,SMS,EXPIRED,VALID
TGT0034944,ACC0028846,CMP0000047,2026-07-16,9,FIELD,QUEUED,VALID
TGT0034945,ACC0021457,CMP0000023,2026-04-30,7,WHATSAPP,EXPIRED,VALID
TGT0034946,ACC0001901,CMP0000088,2026-01-08,8,SMS,SKIPPED,VALID
TGT0034947,ACC0016170,CMP0000019,2026-06-30,9,FIELD,QUEUED,VALID
TGT0034948,ACC0015078,CMP0000100,2026-01-25,1,WHATSAPP,EXPIRED,VALID
TGT0034949,ACC0029263,CMP0000072,2026-06-18,5,VOICE,SKIPPED,VALID
TGT0034950,ACC0025150,CMP0000080,2026-07-18,3,SMS,EXPIRED,VALID
TGT0034951,ACC0015790,CMP0000017,2026-02-02,8,FIELD,CONTACTED,VALID
TGT0034952,ACC0019710,CMP0000073,2026-04-03,10,SMS,SKIPPED,VALID
TGT0034953,ACC0020843,CMP0000099,2026-03-02,2,VOICE,CONTACTED,VALID
TGT0034954,ACC0007622,CMP0000049,2026-05-11,10,FIELD,QUEUED,VALID
TGT0034955,ACC0023856,CMP0000063,2026-08-03,10,FIELD,EXPIRED,VALID
TGT0034956,ACC0028147,CMP0000064,2026-05-28,6,VOICE,SKIPPED,VALID
TGT0034957,ACC0020445,CMP0000076,2026-07-25,8,WHATSAPP,SKIPPED,VALID
TGT0034958,ACC0004693,CMP0000093,2026-06-17,4,WHATSAPP,CONTACTED,VALID
TGT0034959,ACC0005322,CMP0000001,2026-01-18,10,WHATSAPP,CONTACTED,VALID
TGT0034960,ACC0012142,CMP0000067,2026-04-22,3,FIELD,CONTACTED,VALID
TGT0034961,ACC0021649,CMP0000015,2026-07-13,10,FIELD,CONTACTED,VALID
TGT0034962,ACC0021758,CMP0000083,2026-04-26,4,VOICE,SKIPPED,VALID
TGT0034963,ACC0016815,CMP0000066,2026-07-14,9,WHATSAPP,QUEUED,VALID
TGT0034964,ACC0015670,CMP0000080,2026-06-21,3,VOICE,SKIPPED,VALID
TGT0034965,ACC0029803,CMP0000115,2026-03-27,1,SMS,CONTACTED,VALID
TGT0034966,ACC0014768,CMP0000039,2026-01-14,4,SMS,SKIPPED,VALID
TGT0034967,ACC0022881,CMP0000028,2026-03-21,4,WHATSAPP,CONTACTED,VALID
TGT0034968,ACC0024999,CMP0000076,2026-04-04,8,WHATSAPP,QUEUED,VALID
TGT0034969,ACC0028085,CMP0000099,2026-07-26,5,FIELD,EXPIRED,VALID
TGT0034970,ACC0005296,CMP0000089,2026-07-28,10,VOICE,QUEUED,VALID
TGT0034971,ACC0029482,CMP0000039,2026-02-17,3,FIELD,QUEUED,VALID
TGT0034972,ACC0011474,CMP0000039,2026-07-21,4,SMS,QUEUED,VALID
TGT0034973,ACC0003688,CMP0000011,2026-06-21,3,SMS,QUEUED,VALID
TGT0034974,ACC0012965,CMP0000116,2026-08-08,2,VOICE,SKIPPED,VALID
TGT0034975,ACC0005028,CMP0000101,2026-03-07,6,WHATSAPP,EXPIRED,VALID
TGT0034976,ACC0011922,CMP0000020,2026-03-26,4,FIELD,CONTACTED,VALID
TGT0034977,ACC0012342,CMP0000047,2026-01-04,10,SMS,QUEUED,VALID
TGT0034978,ACC0023153,CMP0000005,2026-06-05,9,SMS,CONTACTED,VALID
TGT0034979,ACC0003168,CMP0000040,2026-02-25,1,VOICE,SKIPPED,VALID
TGT0034980,ACC0019384,CMP0000099,2026-03-30,9,FIELD,CONTACTED,VALID
TGT0034981,ACC0004335,CMP0000091,2026-06-22,10,WHATSAPP,SKIPPED,VALID
TGT0034982,ACC0003969,CMP0000052,2026-01-27,10,WHATSAPP,SKIPPED,VALID
TGT0034983,ACC0018334,CMP0000046,2026-04-22,8,WHATSAPP,EXPIRED,VALID
TGT0034984,ACC0007209,CMP0000059,2026-01-16,7,WHATSAPP,QUEUED,VALID
TGT0034985,ACC0018150,CMP0000042,2026-04-20,4,FIELD,CONTACTED,VALID
TGT0034986,ACC0029484,CMP0000069,2026-04-30,10,WHATSAPP,CONTACTED,VALID
TGT0034987,ACC0014069,CMP0000058,2026-05-08,4,FIELD,EXPIRED,VALID
TGT0034988,ACC0008436,CMP0000108,2026-04-03,6,SMS,CONTACTED,VALID
TGT0034989,ACC0006769,CMP0000070,2026-06-13,9,VOICE,QUEUED,VALID
TGT0034990,ACC0022963,CMP0000047,2026-02-02,5,FIELD,CONTACTED,VALID
TGT0034991,ACC0024303,CMP0000111,2026-07-22,5,VOICE,CONTACTED,VALID
TGT0034992,ACC0011479,CMP0000103,2026-02-24,6,FIELD,CONTACTED,VALID
TGT0034993,ACC0023810,CMP0000005,2026-05-14,5,SMS,EXPIRED,VALID
TGT0034994,ACC0027204,CMP0000105,2026-04-24,3,WHATSAPP,CONTACTED,VALID
TGT0034995,ACC0014723,CMP0000039,2026-03-04,9,VOICE,EXPIRED,VALID
TGT0034996,ACC0014438,CMP0000098,2026-02-22,1,WHATSAPP,CONTACTED,VALID
TGT0034997,ACC0023397,CMP0000021,2026-05-13,9,FIELD,SKIPPED,VALID
TGT0034998,ACC0029784,CMP0000033,2026-01-27,5,WHATSAPP,QUEUED,VALID
TGT0034999,ACC0004362,CMP0000087,2026-04-30,7,FIELD,EXPIRED,VALID
TGT0035000,ACC0008391,CMP0000069,2026-04-01,4,SMS,SKIPPED,VALID
TGT0035001,ACC0005399,CMP0000081,2026-05-12,1,SMS,EXPIRED,VALID
TGT0035002,ACC0004364,CMP0000005,2026-05-14,5,SMS,SKIPPED,VALID
TGT0035003,ACC0004694,CMP0000009,2026-04-19,7,FIELD,EXPIRED,VALID
TGT0035004,ACC0029366,CMP0000023,2026-07-08,2,VOICE,QUEUED,VALID
TGT0035005,ACC0022280,CMP0000108,2026-06-26,5,VOICE,CONTACTED,VALID
TGT0035006,ACC0007463,CMP0000003,2026-02-28,1,FIELD,EXPIRED,VALID
TGT0035007,ACC0011438,CMP0000083,2026-04-30,9,VOICE,CONTACTED,VALID
TGT0035008,ACC0019335,CMP0000061,2026-01-25,2,FIELD,QUEUED,VALID
TGT0035009,ACC0003104,CMP0000109,2026-06-02,4,WHATSAPP,CONTACTED,VALID
TGT0035010,ACC0006739,CMP0000034,2026-05-06,3,WHATSAPP,QUEUED,VALID
TGT0035011,ACC0015792,CMP0000067,2026-07-08,4,VOICE,SKIPPED,VALID
TGT0035012,ACC0007626,CMP0000091,2026-08-06,5,FIELD,SKIPPED,VALID
TGT0035013,ACC0015703,CMP0000057,2026-02-16,2,VOICE,CONTACTED,VALID
TGT0035014,ACC0016676,CMP0000107,2026-05-14,2,FIELD,SKIPPED,VALID
TGT0035015,ACC0026797,CMP0000097,2026-07-23,1,FIELD,SKIPPED,VALID
TGT0035016,ACC0006463,CMP0000091,2026-03-13,4,VOICE,QUEUED,VALID
TGT0035017,ACC0026531,CMP0000045,2026-07-19,6,SMS,CONTACTED,VALID
TGT0035018,ACC0003179,CMP0000006,2026-05-24,1,WHATSAPP,CONTACTED,VALID
TGT0035019,ACC0007981,CMP0000116,2026-07-08,3,FIELD,SKIPPED,VALID
TGT0035020,ACC0029123,CMP0000097,2026-08-05,8,FIELD,QUEUED,VALID
TGT0035021,ACC0027962,CMP0000118,2026-06-27,1,FIELD,SKIPPED,VALID
TGT0035022,ACC0014408,CMP0000044,2026-05-23,4,FIELD,SKIPPED,VALID
TGT0035023,ACC0019307,CMP0000024,2026-03-19,1,VOICE,CONTACTED,VALID
TGT0035024,ACC0028282,CMP0000010,2026-02-02,7,FIELD,CONTACTED,VALID
TGT0035025,ACC0017026,CMP0000049,2026-07-29,6,VOICE,CONTACTED,VALID
TGT0035026,ACC0004500,CMP0000088,2026-07-30,10,FIELD,SKIPPED,VALID
TGT0035027,ACC0029825,CMP0000042,2026-05-21,1,VOICE,EXPIRED,VALID
TGT0035028,ACC0003138,CMP0000074,2026-07-09,4,VOICE,QUEUED,VALID
TGT0035029,ACC0016922,CMP0000094,2026-07-03,3,WHATSAPP,SKIPPED,VALID
TGT0035030,ACC0006674,CMP0000056,2026-06-28,2,VOICE,QUEUED,VALID
TGT0035031,ACC0010567,CMP0000007,2026-07-17,6,VOICE,CONTACTED,VALID
TGT0035032,ACC0017003,CMP0000058,2026-07-09,7,VOICE,QUEUED,VALID
TGT0035033,ACC0021064,CMP0000079,2026-04-30,1,VOICE,QUEUED,VALID
TGT0035034,ACC0007471,CMP0000092,2026-07-12,5,WHATSAPP,EXPIRED,VALID
TGT0035035,ACC0022547,CMP0000114,2026-06-27,5,WHATSAPP,QUEUED,VALID
TGT0035036,ACC0015773,CMP0000021,2026-08-06,1,FIELD,SKIPPED,VALID
TGT0035037,ACC0027124,CMP0000106,2026-03-30,1,FIELD,CONTACTED,VALID
TGT0035038,ACC0015583,CMP0000039,2026-07-28,5,WHATSAPP,CONTACTED,VALID
TGT0035039,ACC0018696,CMP0000006,2026-01-12,10,WHATSAPP,SKIPPED,VALID
TGT0035040,ACC0007119,CMP0000074,2026-06-15,3,VOICE,CONTACTED,VALID
TGT0035041,ACC0009882,CMP0000070,2026-06-01,10,FIELD,EXPIRED,VALID
TGT0035042,ACC0005073,CMP0000117,2026-06-13,7,FIELD,QUEUED,VALID
TGT0035043,ACC0003674,CMP0000109,2026-04-29,7,VOICE,QUEUED,VALID
TGT0035044,ACC0028213,CMP0000088,2026-04-14,5,WHATSAPP,CONTACTED,VALID
TGT0035045,ACC0029718,CMP0000070,2026-01-12,1,SMS,CONTACTED,VALID
TGT0035046,ACC0014541,CMP0000073,2026-05-21,1,WHATSAPP,QUEUED,VALID
TGT0035047,ACC0025641,CMP0000100,2026-01-01,8,VOICE,QUEUED,VALID
TGT0035048,ACC0000762,CMP0000016,2026-02-25,5,FIELD,CONTACTED,VALID
TGT0035049,ACC0016396,CMP0000113,2026-03-01,2,WHATSAPP,QUEUED,VALID
TGT0035050,ACC0013518,CMP0000023,2026-06-06,9,WHATSAPP,CONTACTED,VALID
TGT0035051,ACC0005044,CMP0000097,2026-06-25,6,WHATSAPP,SKIPPED,VALID
TGT0035052,ACC0029322,CMP0000116,2026-04-15,6,SMS,QUEUED,VALID
TGT0035053,ACC0000572,CMP0000007,2026-03-03,9,SMS,SKIPPED,VALID
TGT0035054,ACC0029204,CMP0000061,2026-02-01,7,SMS,EXPIRED,VALID
TGT0035055,ACC0029240,CMP0000018,2026-03-21,9,FIELD,EXPIRED,VALID
TGT0035056,ACC0004920,CMP0000049,2026-06-05,2,VOICE,EXPIRED,VALID
TGT0035057,ACC0000046,CMP0000103,2026-04-27,7,FIELD,SKIPPED,VALID
TGT0035058,ACC0019273,CMP0000112,2026-02-07,3,VOICE,QUEUED,VALID
TGT0035059,ACC0002801,CMP0000025,2026-02-08,1,VOICE,EXPIRED,VALID
TGT0035060,ACC0002217,CMP0000109,2026-01-03,7,FIELD,EXPIRED,VALID
TGT0035061,ACC0004499,CMP0000113,2026-04-15,1,VOICE,SKIPPED,VALID
TGT0035062,ACC0004713,CMP0000105,2026-07-21,10,VOICE,EXPIRED,VALID
TGT0035063,ACC0012341,CMP0000019,2026-07-07,7,SMS,CONTACTED,VALID
TGT0035064,ACC0003649,CMP0000034,2026-05-06,10,FIELD,QUEUED,VALID
TGT0035065,ACC0016723,CMP0000050,2026-05-25,9,FIELD,EXPIRED,VALID
TGT0035066,ACC0012633,CMP0000119,2026-02-15,3,VOICE,CONTACTED,VALID
TGT0035067,ACC0008433,CMP0000018,2026-04-12,2,WHATSAPP,SKIPPED,VALID
TGT0035068,ACC0024988,CMP0000060,2026-02-11,1,SMS,EXPIRED,VALID
TGT0035069,ACC0005270,CMP0000055,2026-02-08,2,FIELD,QUEUED,VALID
TGT0035070,ACC0004092,CMP0000060,2026-06-20,1,VOICE,SKIPPED,VALID
TGT0035071,ACC0000941,CMP0000018,2026-06-23,6,SMS,EXPIRED,VALID
TGT0035072,ACC0027177,CMP0000046,2026-01-21,2,WHATSAPP,SKIPPED,VALID
TGT0035073,ACC0015223,CMP0000042,2026-07-03,10,SMS,QUEUED,VALID
TGT0035074,ACC0015674,CMP0000082,2026-02-14,7,WHATSAPP,SKIPPED,VALID
TGT0035075,ACC0012971,CMP0000097,2026-06-01,8,VOICE,CONTACTED,VALID
TGT0035076,ACC0027013,CMP0000006,2026-05-29,6,WHATSAPP,EXPIRED,VALID
TGT0035077,ACC0013435,CMP0000037,2026-04-06,9,WHATSAPP,CONTACTED,VALID
TGT0035078,ACC0025018,CMP0000111,2026-02-19,2,SMS,CONTACTED,VALID
TGT0035079,ACC0015254,CMP0000115,2026-05-17,5,WHATSAPP,EXPIRED,VALID
TGT0035080,ACC0015984,CMP0000108,2026-03-07,4,WHATSAPP,CONTACTED,VALID
TGT0035081,ACC0014860,CMP0000104,2026-05-22,1,FIELD,EXPIRED,VALID
TGT0035082,ACC0026734,CMP0000019,2026-01-05,9,WHATSAPP,SKIPPED,VALID
TGT0035083,ACC0029964,CMP0000081,2026-05-31,8,WHATSAPP,QUEUED,VALID
TGT0035084,ACC0002594,CMP0000035,2026-02-14,1,SMS,SKIPPED,VALID
TGT0035085,ACC0023590,CMP0000066,2026-07-22,9,WHATSAPP,QUEUED,VALID
TGT0035086,ACC0025741,CMP0000005,2026-03-02,4,WHATSAPP,CONTACTED,VALID
TGT0035087,ACC0005162,CMP0000099,2026-08-07,4,FIELD,QUEUED,VALID
TGT0035088,ACC0023396,CMP0000081,2026-07-16,9,WHATSAPP,SKIPPED,VALID
TGT0035089,ACC0026639,CMP0000065,2026-06-08,2,SMS,EXPIRED,VALID
TGT0035090,ACC0007149,CMP0000001,2026-03-20,4,SMS,QUEUED,VALID
TGT0035091,ACC0012649,CMP0000075,2026-07-24,6,VOICE,SKIPPED,VALID
TGT0035092,ACC0017902,CMP0000037,2026-07-28,7,SMS,SKIPPED,VALID
TGT0035093,ACC0011697,CMP0000031,2026-01-02,8,WHATSAPP,EXPIRED,VALID
TGT0035094,ACC0009409,CMP0000038,2026-01-31,8,FIELD,QUEUED,VALID
TGT0035095,ACC0000579,CMP0000018,2026-03-15,9,FIELD,EXPIRED,VALID
TGT0035096,ACC0004720,CMP0000033,2026-06-06,4,VOICE,CONTACTED,VALID
TGT0035097,ACC0001361,CMP0000039,2026-02-21,1,WHATSAPP,CONTACTED,VALID
TGT0035098,ACC0009501,CMP0000113,2026-05-19,4,SMS,SKIPPED,VALID
